user_id,book_id,borrow_date,return_date,borrow_date,borrow_month,borrow_year,pages,reservation_status,overdue_status,user_role,book_category,book_holding_days
35,143,3/14/2020,3/17/2020,14,3,2020,106,TRUE,0,student,non-fiction,3
61,122,8/6/2023,8/22/2023,6,8,2023,487,TRUE,1,staff,science,16
40,118,3/2/2024,3/6/2024,2,3,2024,161,FALSE,0,staff,science,4
8,76,12/30/2024,1/15/2025,30,12,2024,468,FALSE,1,faculty,science,16
45,106,3/10/2020,3/16/2020,10,3,2020,206,FALSE,0,student,science,6
12,31,2/16/2023,3/7/2023,16,2,2023,515,FALSE,1,faculty,non-fiction,19
61,131,12/9/2024,12/15/2024,9,12,2024,163,TRUE,0,staff,art,6
95,20,1/15/2021,1/24/2021,15,1,2021,277,TRUE,1,faculty,science,9
58,91,12/28/2023,1/16/2024,28,12,2023,413,TRUE,1,student,fiction,19
14,94,7/4/2024,7/21/2024,4,7,2024,370,TRUE,1,staff,fiction,17
61,130,8/26/2024,9/12/2024,26,8,2024,376,TRUE,1,student,art,17
25,37,7/16/2020,8/5/2020,16,7,2020,460,TRUE,1,faculty,art,20
19,167,7/9/2021,7/16/2021,9,7,2021,236,FALSE,0,staff,science,7
14,145,11/15/2020,11/29/2020,15,11,2020,415,FALSE,1,student,science,14
23,5,6/3/2023,6/21/2023,3,6,2023,528,FALSE,1,faculty,science,18
99,139,5/18/2022,5/24/2022,18,5,2022,204,FALSE,0,student,history,6
41,173,1/4/2024,1/17/2024,4,1,2024,379,TRUE,1,staff,non-fiction,13
30,17,11/2/2021,11/21/2021,2,11,2021,519,TRUE,1,staff,non-fiction,19
30,129,5/14/2020,5/30/2020,14,5,2020,490,FALSE,1,faculty,science,16
64,50,5/10/2024,5/17/2024,10,5,2024,231,TRUE,0,student,non-fiction,7
17,134,3/2/2023,3/3/2023,2,3,2023,83,TRUE,0,staff,art,1
29,142,9/14/2021,9/25/2021,14,9,2021,299,TRUE,1,staff,history,11
65,136,1/8/2024,1/10/2024,8,1,2024,58,FALSE,0,student,fiction,2
16,172,3/24/2023,3/29/2023,24,3,2023,118,FALSE,0,faculty,fiction,5
50,158,2/16/2021,2/19/2021,16,2,2021,141,TRUE,0,faculty,history,3
25,182,4/11/2023,4/24/2023,11,4,2023,373,FALSE,1,student,history,13
67,20,12/12/2023,12/28/2023,12,12,2023,467,TRUE,1,student,science,16
33,27,2/5/2022,2/20/2022,5,2,2022,382,TRUE,1,student,history,15
65,102,6/30/2022,7/8/2022,30,6,2022,221,FALSE,1,student,art,8
31,89,10/21/2022,11/4/2022,21,10,2022,345,FALSE,1,student,history,14
73,51,8/22/2023,9/9/2023,22,8,2023,507,FALSE,1,staff,science,18
84,15,10/17/2022,10/19/2022,17,10,2022,87,FALSE,0,student,art,2
43,183,9/12/2022,9/16/2022,12,9,2022,127,TRUE,0,student,history,4
3,90,5/4/2023,5/12/2023,4,5,2023,227,FALSE,1,staff,history,8
60,105,10/24/2022,10/31/2022,24,10,2022,172,TRUE,0,student,art,7
15,66,8/11/2024,8/24/2024,11,8,2024,397,TRUE,1,staff,science,13
74,81,6/8/2020,6/21/2020,8,6,2020,319,FALSE,1,staff,art,13
99,6,10/30/2022,11/8/2022,30,10,2022,275,TRUE,1,student,non-fiction,9
20,163,1/7/2025,1/16/2025,7,1,2025,285,TRUE,1,staff,non-fiction,9
99,172,1/15/2023,1/31/2023,15,1,2023,414,FALSE,1,student,non-fiction,16
20,7,6/8/2021,6/19/2021,8,6,2021,267,FALSE,1,faculty,fiction,11
75,152,12/12/2023,12/29/2023,12,12,2023,482,FALSE,1,faculty,science,17
98,162,3/19/2025,4/4/2025,19,3,2025,331,TRUE,1,staff,art,16
55,166,6/18/2022,6/21/2022,18,6,2022,85,TRUE,0,staff,fiction,3
14,123,5/21/2020,6/2/2020,21,5,2020,344,FALSE,1,staff,non-fiction,12
48,9,5/26/2022,6/6/2022,26,5,2022,355,FALSE,1,student,science,11
5,11,12/2/2020,12/6/2020,2,12,2020,123,TRUE,0,student,non-fiction,4
41,113,9/25/2021,10/6/2021,25,9,2021,268,FALSE,1,faculty,fiction,11
13,183,3/31/2022,4/6/2022,31,3,2022,198,TRUE,0,student,science,6
27,118,7/21/2024,8/1/2024,21,7,2024,318,FALSE,1,student,non-fiction,11
17,114,3/10/2021,3/20/2021,10,3,2021,330,TRUE,1,faculty,science,10
96,107,12/1/2022,12/4/2022,1,12,2022,132,TRUE,0,student,non-fiction,3
98,166,7/15/2021,7/19/2021,15,7,2021,146,TRUE,0,faculty,fiction,4
62,53,12/23/2021,1/4/2022,23,12,2021,286,TRUE,1,student,fiction,12
75,163,9/26/2024,9/27/2024,26,9,2024,59,TRUE,0,faculty,non-fiction,1
88,31,6/7/2024,6/12/2024,7,6,2024,176,TRUE,0,faculty,science,5
61,22,1/24/2025,2/5/2025,24,1,2025,369,FALSE,1,staff,science,12
16,141,10/20/2023,11/1/2023,20,10,2023,277,TRUE,1,faculty,art,12
2,141,9/23/2020,10/2/2020,23,9,2020,195,TRUE,1,student,art,9
70,110,5/26/2023,6/5/2023,26,5,2023,249,TRUE,1,student,fiction,10
32,152,7/2/2021,7/11/2021,2,7,2021,278,FALSE,1,staff,non-fiction,9
67,134,2/14/2021,3/5/2021,14,2,2021,595,TRUE,1,faculty,science,19
49,180,7/18/2022,8/4/2022,18,7,2022,406,FALSE,1,staff,art,17
77,58,8/27/2024,9/14/2024,27,8,2024,508,FALSE,1,student,science,18
81,100,9/7/2024,9/15/2024,7,9,2024,200,FALSE,1,faculty,fiction,8
8,58,1/1/2025,1/2/2025,1,1,2025,50,FALSE,0,student,history,1
18,76,8/9/2022,8/21/2022,9,8,2022,339,TRUE,1,staff,non-fiction,12
90,186,10/20/2021,10/28/2021,20,10,2021,265,TRUE,1,faculty,science,8
95,119,6/12/2024,6/17/2024,12,6,2024,179,TRUE,0,student,history,5
36,157,9/29/2022,10/5/2022,29,9,2022,185,TRUE,0,staff,non-fiction,6
40,51,6/1/2022,6/4/2022,1,6,2022,84,FALSE,0,faculty,art,3
76,80,3/10/2025,3/26/2025,10,3,2025,412,FALSE,1,faculty,non-fiction,16
24,199,7/6/2023,7/7/2023,6,7,2023,68,FALSE,0,student,non-fiction,1
20,157,5/13/2024,5/30/2024,13,5,2024,353,FALSE,1,faculty,art,17
24,42,4/28/2022,5/10/2022,28,4,2022,355,TRUE,1,staff,science,12
11,159,10/10/2022,10/18/2022,10,10,2022,211,FALSE,1,student,history,8
32,10,10/25/2023,10/29/2023,25,10,2023,152,TRUE,0,staff,science,4
74,7,5/17/2021,5/22/2021,17,5,2021,126,FALSE,0,faculty,history,5
91,26,4/21/2022,5/5/2022,21,4,2022,304,FALSE,1,faculty,fiction,14
6,178,5/25/2024,6/14/2024,25,5,2024,542,TRUE,1,staff,history,20
14,180,1/8/2022,1/20/2022,8,1,2022,296,FALSE,1,student,history,12
39,32,10/7/2021,10/9/2021,7,10,2021,81,FALSE,0,staff,science,2
75,86,12/4/2021,12/22/2021,4,12,2021,491,TRUE,1,faculty,history,18
6,66,1/2/2021,1/3/2021,2,1,2021,108,TRUE,0,faculty,art,1
41,128,6/10/2021,6/24/2021,10,6,2021,397,TRUE,1,faculty,science,14
11,92,5/7/2023,5/22/2023,7,5,2023,382,TRUE,1,faculty,history,15
29,61,1/21/2021,1/30/2021,21,1,2021,280,TRUE,1,staff,non-fiction,9
81,14,8/25/2022,9/6/2022,25,8,2022,350,TRUE,1,student,history,12
54,18,3/2/2025,3/10/2025,2,3,2025,177,FALSE,1,student,art,8
27,78,9/3/2020,9/21/2020,3,9,2020,453,FALSE,1,faculty,history,18
1,9,5/27/2020,6/16/2020,27,5,2020,566,FALSE,1,student,non-fiction,20
22,98,7/17/2024,7/22/2024,17,7,2024,188,TRUE,0,student,science,5
41,169,6/3/2020,6/19/2020,3,6,2020,405,FALSE,1,faculty,history,16
63,35,10/13/2021,10/18/2021,13,10,2021,140,TRUE,0,staff,fiction,5
56,26,4/17/2021,4/21/2021,17,4,2021,90,TRUE,0,student,art,4
77,178,10/24/2023,11/11/2023,24,10,2023,388,TRUE,1,student,art,18
43,10,5/18/2021,6/5/2021,18,5,2021,388,TRUE,1,faculty,art,18
39,56,3/12/2023,3/18/2023,12,3,2023,159,TRUE,0,staff,art,6
54,2,11/15/2020,11/16/2020,15,11,2020,50,TRUE,0,staff,fiction,1
41,109,8/24/2022,9/1/2022,24,8,2022,203,TRUE,1,staff,art,8
38,40,9/3/2024,9/14/2024,3,9,2024,272,FALSE,1,staff,art,11
100,134,8/22/2021,9/7/2021,22,8,2021,414,FALSE,1,staff,history,16
51,49,1/28/2020,2/8/2020,28,1,2020,345,FALSE,1,student,science,11
55,9,6/27/2021,7/14/2021,27,6,2021,394,TRUE,1,staff,fiction,17
97,35,12/23/2020,1/8/2021,23,12,2020,372,FALSE,1,staff,fiction,16
60,72,12/14/2022,1/1/2023,14,12,2022,379,FALSE,1,faculty,art,18
16,39,10/30/2022,11/5/2022,30,10,2022,203,TRUE,0,student,non-fiction,6
80,76,7/24/2020,7/25/2020,24,7,2020,63,TRUE,0,staff,history,1
17,60,11/24/2020,11/26/2020,24,11,2020,134,FALSE,0,staff,non-fiction,2
22,67,10/27/2024,11/10/2024,27,10,2024,429,TRUE,1,student,non-fiction,14
65,96,3/24/2025,4/5/2025,24,3,2025,326,FALSE,1,student,history,12
18,83,12/31/2020,1/12/2021,31,12,2020,275,TRUE,1,staff,fiction,12
75,80,8/6/2022,8/11/2022,6,8,2022,160,TRUE,0,staff,science,5
14,91,9/18/2021,9/26/2021,18,9,2021,248,TRUE,1,staff,history,8
81,73,11/11/2021,12/1/2021,11,11,2021,509,FALSE,1,faculty,history,20
97,93,6/28/2020,7/14/2020,28,6,2020,381,TRUE,1,student,fiction,16
90,146,12/10/2022,12/29/2022,10,12,2022,404,FALSE,1,staff,fiction,19
47,104,11/29/2022,12/14/2022,29,11,2022,442,TRUE,1,student,non-fiction,15
65,136,2/24/2024,3/1/2024,24,2,2024,206,TRUE,0,faculty,non-fiction,6
36,92,6/20/2020,7/2/2020,20,6,2020,254,FALSE,1,staff,art,12
46,49,1/29/2025,2/10/2025,29,1,2025,265,TRUE,1,staff,art,12
70,191,11/30/2023,12/4/2023,30,11,2023,126,FALSE,0,student,fiction,4
39,75,10/14/2020,10/22/2020,14,10,2020,195,FALSE,1,student,art,8
73,88,1/29/2020,2/6/2020,29,1,2020,222,FALSE,1,student,history,8
22,194,7/5/2020,7/21/2020,5,7,2020,449,TRUE,1,student,non-fiction,16
2,179,11/17/2022,12/2/2022,17,11,2022,347,FALSE,1,faculty,fiction,15
6,44,11/27/2022,11/28/2022,27,11,2022,74,FALSE,0,staff,non-fiction,1
79,177,11/28/2024,12/3/2024,28,11,2024,169,FALSE,0,staff,fiction,5
81,144,1/19/2021,2/6/2021,19,1,2021,412,TRUE,1,faculty,history,18
6,166,10/20/2022,10/21/2022,20,10,2022,52,TRUE,0,student,art,1
45,74,1/8/2025,1/13/2025,8,1,2025,138,FALSE,0,staff,art,5
26,55,12/4/2020,12/5/2020,4,12,2020,70,TRUE,0,faculty,history,1
60,162,10/15/2023,10/31/2023,15,10,2023,346,FALSE,1,student,art,16
50,91,7/29/2023,8/2/2023,29,7,2023,103,FALSE,0,staff,history,4
20,10,3/30/2020,4/1/2020,30,3,2020,94,TRUE,0,student,history,2
71,81,7/15/2022,7/17/2022,15,7,2022,128,TRUE,0,student,non-fiction,2
87,114,4/16/2024,5/4/2024,16,4,2024,496,TRUE,1,staff,science,18
52,106,4/22/2023,5/2/2023,22,4,2023,289,TRUE,1,student,history,10
22,16,11/13/2020,12/1/2020,13,11,2020,386,FALSE,1,student,art,18
42,40,3/17/2020,4/3/2020,17,3,2020,371,FALSE,1,student,art,17
71,63,5/6/2022,5/16/2022,6,5,2022,293,TRUE,1,faculty,science,10
62,165,3/19/2024,4/5/2024,19,3,2024,491,TRUE,1,staff,science,17
81,167,8/5/2021,8/11/2021,5,8,2021,204,TRUE,0,student,history,6
53,117,8/12/2021,8/22/2021,12,8,2021,244,FALSE,1,faculty,art,10
92,8,12/10/2020,12/29/2020,10,12,2020,512,FALSE,1,student,history,19
1,4,9/17/2024,9/22/2024,17,9,2024,164,FALSE,0,faculty,fiction,5
26,128,8/18/2022,8/27/2022,18,8,2022,258,TRUE,1,staff,history,9
72,133,7/11/2021,7/20/2021,11,7,2021,305,FALSE,1,staff,non-fiction,9
25,183,8/4/2022,8/24/2022,4,8,2022,560,FALSE,1,student,non-fiction,20
50,155,7/24/2023,7/30/2023,24,7,2023,170,TRUE,0,staff,art,6
84,94,8/8/2024,8/27/2024,8,8,2024,430,FALSE,1,staff,fiction,19
43,127,6/23/2022,6/25/2022,23,6,2022,89,TRUE,0,student,history,2
87,80,2/29/2020,3/9/2020,29,2,2020,202,TRUE,1,staff,art,9
11,15,6/15/2023,6/23/2023,15,6,2023,212,FALSE,1,staff,art,8
82,23,8/20/2023,9/6/2023,20,8,2023,351,TRUE,1,staff,art,17
44,101,3/15/2025,3/18/2025,15,3,2025,141,FALSE,0,faculty,science,3
56,42,4/13/2025,4/22/2025,13,4,2025,246,FALSE,1,staff,history,9
45,60,7/18/2023,8/1/2023,18,7,2023,352,FALSE,1,faculty,fiction,14
75,97,11/9/2023,11/23/2023,9,11,2023,431,FALSE,1,faculty,science,14
30,171,7/20/2023,7/30/2023,20,7,2023,267,FALSE,1,staff,art,10
67,110,11/1/2024,11/12/2024,1,11,2024,337,TRUE,1,student,non-fiction,11
22,86,11/6/2023,11/10/2023,6,11,2023,125,TRUE,0,student,science,4
29,75,6/10/2023,6/19/2023,10,6,2023,249,TRUE,1,faculty,history,9
48,71,1/28/2024,2/17/2024,28,1,2024,555,FALSE,1,faculty,science,20
